Query,Title,Authors,Year,DOI
artificial intelligence AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Classification of deep vein thrombosis stages using convolutional neural network of electromyogram with vibrotactile stimulation toward developing an earlydiagnostic tool: A preliminary study on a pig model.,"Kang JW, Kim KT, Park JW, Lee SJ",2023,e0281219
artificial intelligence AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Do artificial neural networks love sex? How the combination of artificial neural networks with evolutionary algorithms may help to identify gender influence inrheumatic diseases.,Grossi E,2023 Jan,10.55563/clinexprheumatol/vgl2nz [doi]
artificial intelligence AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Artificial intelligence-based iliofemoral deep venous thrombosis detection using a clinical approach.,"Seo JW, Park S, Kim YJ, Hwang JH, Yu SH, Kim JH, Kim KG",2023 Jan 18,967
artificial intelligence AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),maging in retinal vascular disease: A review.,"Haner NU, Dysli C, Munk MR",2023 Apr,10.1111/ceo.14203 [doi]
artificial intelligence AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Artificial Intelligence-Based Prediction of Lower Extremity Deep Vein Thrombosis Risk After Knee/Hip Arthroplasty.,"Wang X, Xi H, Geng X, Li Y, Zhao M, Li F, Li Z, Ji H, Tian H",2023 Jan-Dec,10760296221139263
artificial intelligence AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Developing and optimizing a machine learning predictive model for post-thrombotic syndrome in a longitudinal cohort of patients with proximal deep venousthrombosis.,"Wu Z, Li Y, Lei J, Qiu P, Liu H, Yang X, Chen T, Lu X",2023 May,10.1016/j.jvsv.2022.12.006 [doi]
artificial intelligence AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Neuropathologic findings in a young woman 4 years following declaration of brain death: case analysis and literature review.,"Folkerth RD, Crary JF, Shewmon DA",2022 Dec 19,10.1093/jnen/nlac090 [doi]
artificial intelligence AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Hypermixed Convolutional Neural Network for Retinal Vein Occlusion Classification.,"Zhang G, Sun B, Zhang Z, Wu S, Zhuo G, Rong H, Liu Y, Yang W",2022,1730501
artificial intelligence AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Preliminary experience of oblique occlusion technique in robot-assisted infrahepatic inferior vena cava thrombectomy: step-by-step procedures and shortterm outcomes.,"Liu Z, Li Y, Tang S, Zhao X, Chen K, Ge L, Zhu G, Hong P, Wu B, Wu Z, Zhang S, Tian X, Wang S, Liu C, Zhang H, Ma L",2022 Nov 4,377
artificial intelligence AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Direct Oral Anticoagulants vs Vitamin K Antagonists in Patients With Antiphospholipid Syndromes: Meta-Analysis of Randomized Trials.,"Khairani CD, Bejjani A, Piazza G, Jimenez D, Monreal M, Chatterjee S, Pengo V, Woller SC, Cortes-Hernandez J, Connors JM, Kanthi Y, Krumholz HM, Middeldorp S, Falanga A, Cushman M, Goldhaber SZ, Garcia DA, Bikdeli B",2023 Jan 3,10.1016/j.jacc.2022.10.008 [doi]
artificial intelligence AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Assessing retinal vein occlusion based on color fundus photographs using neural understanding network (NUN).,"Beeche C, Gezer NS, Iyer K, lmetwali O, Yu J, Zhang Y, Dhupar R, Leader JK, Pu J",2023 Jan,10.1002/mp.16012 [doi]
artificial intelligence AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Etiology of Macular Edema Defined by Deep Learning in Optical Coherence Tomography Scans.,"Padilla-Pantoja FD, Sanchez YD, Quijano-Nieto BA, Perdomo OJ, Gonzalez FA",2022 Sep 1,29
artificial intelligence AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Machine learning predicts portal vein thrombosis after splenectomy in patients with portal hypertension: Comparative analysis of three practical models.,"Li J, Wu QQ, Zhu RH, Lv X, Wang WQ, Wang JL, Liang BY, Huang ZY, Zhang EL",2022 Aug 28,10.3748/wjg.v28.i32.4681 [doi]
artificial intelligence AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Low Risk of Venous Thromboembolism After Robot-assisted Radical Prostatectomy Through Systemic Image Assessment: A Prospective Study.,"Meguro S, Kataoka M, Endo YU, Yaginuma K, Hasegawa A, Makabe S, Harigane Y, Matsuoka K, Hoshi S, Hata J, Sato Y, kaihata H, Ogawa S, Shirou I, Haga N, Ito H, Kojima Y",2022 Sep-Oct,10.21873/invivo.12971 [doi]
artificial intelligence AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Artificial intelligence for recurrence in patients with venous thromboembolism: towards a new era.,"Franco-Moreno A, Munoz-Rivas N, Ruiz-Giardin JM, de Ancos-Aracil C",2023 Jun 16,10.1016/j.rceng.2023.06.003 [doi]
artificial intelligence AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Application of machine learning to predict postoperative gastrointestinal bleed in bariatric surgery.,"Hsu JL, Chen KA, Butler LR, Bahraini A, Kapadia MR, Gomez SM, Farrell TM",2023 Jun 13,
artificial intelligence AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Unmet Needs and Future Direction for Pulmonary Embolism Interventions.,"Zala H, rman HE, Chatterjee S, Kalra A",2023 Jul,10.1016/j.iccl.2023.03.007 [doi]
artificial intelligence AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Machine Learning to Dynamically Predict In-Hospital Venous Thromboembolism After Inguinal Hernia Surgery: Results From the CHAT-1 Study.,"Yan YD, Yu Z, Ding LP, Zhou M, Zhang C, Pan MM, Zhang JY, Wang ZY, Gao F, Li HY, Zhang GY, Lin HW, Wang MG, Gu ZC",2023 Jan-Dec,10760296231171082
artificial intelligence AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Natural Language Processing in a Clinical Decision Support System for the Identification of Venous Thromboembolism: Algorithm Development and Validation.,"Jin ZG, Zhang H, Tai MH, Yang Y, Yao Y, Guo YT",2023 Apr 24,e43153
artificial intelligence AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Derivation and Validation of a Machine Learning Algorithm for Predicting Venous Thromboembolism in Injured Children.,"Papillon SC, Pennell CP, Master SA, Turner EM, rthur LG, Grewal H, ronoff SC",2023 Jun,10.1016/j.jpedsurg.2023.02.040 [doi]
artificial intelligence AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Deep learning-based classification of adequate sonographic images for self-diagnosing deep vein thrombosis.,"Nakayama Y, Sato M, Okamoto M, Kondo Y, Tamura M, Minagawa Y, chiyama M, Horii Y",2023,e0282747
artificial intelligence AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Unreported incidental pulmonary embolism in patients with cancer: Radiologic natural history and risk of recurrent venous thromboembolism and death.,"Wiklund P, Medson K, Elf J",2023 Apr,10.1016/j.thromres.2023.02.010 [doi]
artificial intelligence AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Using machine learning to predict venous thromboembolism and major bleeding events following total joint arthroplasty.,"Shohat N, Ludwick L, Sherman MB, Fillingham Y, Parvizi J",2023 Feb 7,2197
artificial intelligence AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),A narrative review of the application of machine learning in venous thromboembolism.,"Zou S, Wu Z",2023 Jan 19,10.1177/17085381231153216 [doi]
artificial intelligence AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Artificial intelligence-based iliofemoral deep venous thrombosis detection using a clinical approach.,"Seo JW, Park S, Kim YJ, Hwang JH, Yu SH, Kim JH, Kim KG",2023 Jan 18,967
artificial intelligence AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Automatic Detection of Adverse Drug Events in Geriatric Care: Study Proposal.,"Gaspar F, Lutters M, Beeler PE, Lang PO, Burnand B, Rinaldi F, Lovis C, Csajka C, Le Pogam MA",2022 Nov 15,e40456
artificial intelligence AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Direct Oral Anticoagulants vs Vitamin K Antagonists in Patients With Antiphospholipid Syndromes: Meta-Analysis of Randomized Trials.,"Khairani CD, Bejjani A, Piazza G, Jimenez D, Monreal M, Chatterjee S, Pengo V, Woller SC, Cortes-Hernandez J, Connors JM, Kanthi Y, Krumholz HM, Middeldorp S, Falanga A, Cushman M, Goldhaber SZ, Garcia DA, Bikdeli B",2023 Jan 3,10.1016/j.jacc.2022.10.008 [doi]
artificial intelligence AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Low Risk of Venous Thromboembolism After Robot-assisted Radical Prostatectomy Through Systemic Image Assessment: A Prospective Study.,"Meguro S, Kataoka M, Endo YU, Yaginuma K, Hasegawa A, Makabe S, Harigane Y, Matsuoka K, Hoshi S, Hata J, Sato Y, kaihata H, Ogawa S, Shirou I, Haga N, Ito H, Kojima Y",2022 Sep-Oct,10.21873/invivo.12971 [doi]
artificial intelligence AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),"Natural Language Processing in Spine Surgery: A Systematic Review of Applications, Bias, and Reporting Transparency.","Huang BB, Huang J, Swong KN",2022 Nov,10.1016/j.wneu.2022.08.109 [doi]
artificial intelligence AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),"ncidental pulmonary embolism in patients with cancer: prevalence, underdiagnosis and evaluation of an AI algorithm for automatic detection of pulmonary embolism.","Wiklund P, Medson K, Elf J",2023 Feb,10.1007/s00330-022-09071-0 [doi]
artificial intelligence AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Clinical Presentation and Short- and Long-term Outcomes in Patients With Isolated Distal Deep Vein Thrombosis vs Proximal Deep Vein Thrombosis in the RIETERegistry.,"Bikdeli B, Caraballo C, Trujillo-Santos J, Galanaud JP, di Micco P, Rosa V, Cusido GV, Schellong S, Mellado M, Del Valle Morales M, Gavin-Sebastian O, Mazzolai L, Krumholz HM, Monreal M",2022 Aug 1,10.1001/jamacardio.2022.1988 [doi]
artificial intelligence AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Outcome Prediction in Critically-Ill Patients with Venous Thromboembolism and/or Cancer Using Machine Learning Algorithms: External Validation and Comparison withScoring Systems.,"Danilatou V, Nikolakakis S, ntonakaki D, Tzagkarakis C, Mavroidis D, Kostoulas T, Ioannidis S",2022 Jun 27,7132
artificial intelligence AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Performance of a Machine Learning Algorithm Using Electronic Health Record Data to Predict Postoperative Complications and Report on a Mobile Platform.,"Ren Y, Loftus TJ, Datta S, Ruppert MM, Guan Z, Miao S, Shickel B, Feng Z, Giordano C, pchurch GR Jr, Rashidi P, Ozrazgat-Baslanti T, Bihorac A",2022 May 2,e2211973
artificial intelligence AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Combining mathematical modeling and deep learning to make rapid and explainable predictions of the patient-specific response to anticoagulant therapy undervenous flow.,"Bouchnita A, Nony P, Llored JP, Volpert V",2022 Jul,10.1016/j.mbs.2022.108830 [doi]
artificial intelligence AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Detection and quantification of pulmonary embolism with artificial intelligence: The SFR 2022 artificial intelligence data challenge.,"Belkouchi Y, Lederlin M, Ben Afia A, Fabre C, Ferretti G, De Margerie C, Berge P, Liberge R, Elbaz N, Blain M, Brillet PY, Chassagnon G, Cadour F, Caramella C, Hajjam ME, Boussouar S, Hadchiti J, Fablet X, Khalil A, Luciani A, Cotten A, Meder JF, Talbot H, Lassau N",2023 Jun 13,10.1016/j.diii.2023.05.007 [doi]
artificial intelligence AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Augmentation of the RSNA Pulmonary Embolism CT Dataset with Bounding Box Annotations and Anatomic Localization of Pulmonary Emboli.,"Callejas MF, Lin HM, Howard T, itken M, Napoleone M, Jimenez-Juan L, Moreland R, Mathur S, Deva DP, Colak E",2023 May,e230001
artificial intelligence AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),he significance of the best puncture side bone cement/vertebral volume ratio to prevent paravertebral vein leakage of bone cement during vertebroplasty: aretrospective study.,"Gao T, Chen ZY, Li T, Lin X, Hu HG, Wang XY, Zeng J, Wu C",2023 Jun 9,470
artificial intelligence AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Unmet Needs and Future Direction for Pulmonary Embolism Interventions.,"Zala H, rman HE, Chatterjee S, Kalra A",2023 Jul,10.1016/j.iccl.2023.03.007 [doi]
artificial intelligence AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Retrospective batch analysis to evaluate the diagnostic accuracy of a clinically deployed AI algorithm for the detection of acute pulmonary embolism on CTPA.,"Langius-Wiffen E, de Jong PA, Hoesein FAM, Dekker L, van den Hoven AF, Nijholt IM, Boomsma MF, Veldhuis WB",2023 Jun 6,102
artificial intelligence AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Feature-enhanced adversarial semi-supervised semantic segmentation network for pulmonary embolism annotation.,"Cheng TW, Chua YW, Huang CC, Chang J, Kuo C, Cheng YC",2023 May,e16060
artificial intelligence AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Role of artificial intelligence in oncologic emergencies: a narrative review.,"Fanni SC, Greco G, Rossi S, ghakhanyan G, Masala S, Scaglione M, Tonerini M, Neri E",2023,10.37349/etat.2023.00138 [doi]
artificial intelligence AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),[The application value of deep learning image reconstruction on improving image quality and evaluating the Qanadli embolism index of dual low-dose CT pulmonaryangiography].,"Qiu SM, Zhang H, Liu ZX, Zhang L, Meng YK, Sun XN, Xie LX, Zhang YC, Wang H, Xu K",2023 May 23,10.3760/cma.j.cn112137-20230313-00392 [doi]
artificial intelligence AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Artificial Intelligence Tool for Detection and Worklist Prioritization Reduces Time to Diagnosis of Incidental Pulmonary Embolism at CT.,"Topff L, Ranschaert ER, Bartels-Rutten A, Negoita A, Menezes R, Beets-Tan RGH, Visser JJ",2023 Apr,e220163
artificial intelligence AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Editorial Comment: Opportunities for Artificial Intelligence-Aided Radiologic Workflow Optimization.,Ko HS,2023 Apr 19,
artificial intelligence AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Radiologist Worklist Reprioritization Using Artificial Intelligence: Impact on Report Turnaround Times for CTPA Examinations Positive for Acute PulmonaryEmbolism.,"Batra K, Xi Y, Bhagwat S, Espino A, Peshock RM",2023 Apr 5,
artificial intelligence AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Natural Language Processing in a Clinical Decision Support System for the Identification of Venous Thromboembolism: Algorithm Development and Validation.,"Jin ZG, Zhang H, Tai MH, Yang Y, Yao Y, Guo YT",2023 Apr 24,e43153
artificial intelligence AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),"he Past, Present, and Future Role of Artificial Intelligence in Ventilation/Perfusion Scintigraphy: A Systematic Review.","Jabbarpour A, Ghassel S, Lang J, Leung E, Le Gal G, Klein R, Moulton E",2023 Apr 18,10.1053/j.semnuclmed.2023.03.002 [doi]
artificial intelligence AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Deep Learning-Based Algorithm for Automatic Detection of Pulmonary Embolism in Chest CT Angiograms.,"Grenier PA, yobi A, Quenet S, Tassy M, Marx M, Chow DS, Weinberg BD, Chang PD, Chaibi Y",2023 Apr 3,1324
artificial intelligence AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Using artificial intelligence to enhance the diagnostic accuracy of the 12-lead electrocardiogram in patients with suspected acute pulmonary embolism - Can youteach an old dog new tricks?,Ferreira AM,2023 Apr 4,10.1016/j.repc.2023.04.003 [doi]
artificial intelligence AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Evaluating the Performance of a Commercially Available Artificial Intelligence Algorithm for Automated Detection of Pulmonary Embolism on Contrast-EnhancedComputed Tomography and Computed Tomography Pulmonary Angiography in PatientsWith Coronavirus Disease 2019.,"Zaazoue KA, McCann MR, hmed AK, Cortopassi IO, Erben YM, Little BP, Stowell JT, Toskich BB, Ritchie CA",2023 Jun,10.1016/j.mayocpiqo.2023.03.001 [doi]
artificial intelligence AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Artificial intelligence-based diagnosis of acute pulmonary embolism: Development of a machine learning model using 12-lead electrocardiogram.,"Valente Silva B, Marques J, Nobre Menezes M, Oliveira AL, Pinto FJ",2023 Mar 30,10.1016/j.repc.2023.03.016 [doi]
artificial intelligence AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),"Sex-Related Differences in Patients Characteristics, Risk Factors, and Symptomatology in Older Adults with Pulmonary Embolism: Findings from theSERIOUS-PE Study.","Bikdeli B, Muriel A, Wang Y, Piazza G, Khairani CD, Rosovsky RP, Mehdipoor G, O'Donoghue ML, Madridano O, Lopez-Saez JB, Mellado M, Brasero AMD, Grandone E, Spagnolo PA, Lu Y, Bertoletti L, Lopez-Jimenez L, Nunez MJ, Blanco-Molina A, Gerhard-Herman M, Goldhaber SZ, Bates SM, Jimenez D, Krumholz HM, Monreal M",2023 Mar 3,
artificial intelligence AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Unreported incidental pulmonary embolism in patients with cancer: Radiologic natural history and risk of recurrent venous thromboembolism and death.,"Wiklund P, Medson K, Elf J",2023 Apr,10.1016/j.thromres.2023.02.010 [doi]
artificial intelligence AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),oMT-Enabled Computer-Aided Diagnosis of Pulmonary Embolism from Computed Tomography Scans Using Deep Learning.,"Khan M, Shah PM, Khan IA, Islam SU, hmad Z, Khan F, Lee Y",2023 Jan 28,1471
artificial intelligence AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Mortality Risks after Two Years in Frail and Pre-Frail Older Adults Admitted to Hospital.,"Cano-Escalera G, Grana M, Irazusta J, Labayen I, Gonzalez-Pinto A, Besga A",2023 Apr 24,3103
artificial intelligence AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Cephalic inferior vena cava non-clamping technique versus standard procedure for robot-assisted laparoscopic level II-III thrombectomy: a prospective cohortstudy.,"Zhang Y, Bi H, Fu Y, Zhang H, Zhang S, Liu K, Liu L, Li N, Liu C, Tian X, Ma L",2023 Jun 1,10.1097/JS9.0000000000000209 [doi]
artificial intelligence AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Natural Language Processing in a Clinical Decision Support System for the Identification of Venous Thromboembolism: Algorithm Development and Validation.,"Jin ZG, Zhang H, Tai MH, Yang Y, Yao Y, Guo YT",2023 Apr 24,e43153
artificial intelligence AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Simultaneous excision of pelvic lipoma and robot-assisted radical prostatectomy.,"Dranova S, Carbin DD, Perry M, bou Chedid W",2023 Mar 27,e254813
artificial intelligence AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Deep Learning Algorithm Enables Cerebral Venous Thrombosis Detection With Routine Brain Magnetic Resonance Imaging.,"Yang X, Yu P, Zhang H, Zhang R, Liu Y, Li H, Sun P, Liu X, Wu Y, Jia X, Duan J, Ji X, Yang Q",2023 May,10.1161/STROKEAHA.122.041520 [doi]
artificial intelligence AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Deep learning-based classification of adequate sonographic images for self-diagnosing deep vein thrombosis.,"Nakayama Y, Sato M, Okamoto M, Kondo Y, Tamura M, Minagawa Y, chiyama M, Horii Y",2023,e0282747
artificial intelligence AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Using machine learning to predict venous thromboembolism and major bleeding events following total joint arthroplasty.,"Shohat N, Ludwick L, Sherman MB, Fillingham Y, Parvizi J",2023 Feb 7,2197
artificial intelligence AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Classification of deep vein thrombosis stages using convolutional neural network of electromyogram with vibrotactile stimulation toward developing an earlydiagnostic tool: A preliminary study on a pig model.,"Kang JW, Kim KT, Park JW, Lee SJ",2023,e0281219
artificial intelligence AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Do artificial neural networks love sex? How the combination of artificial neural networks with evolutionary algorithms may help to identify gender influence inrheumatic diseases.,Grossi E,2023 Jan,10.55563/clinexprheumatol/vgl2nz [doi]
artificial intelligence AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Artificial intelligence-based iliofemoral deep venous thrombosis detection using a clinical approach.,"Seo JW, Park S, Kim YJ, Hwang JH, Yu SH, Kim JH, Kim KG",2023 Jan 18,967
artificial intelligence AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Using early health economic modeling to inform medical innovation development: a soft robotic sock in poststroke patients in Singapore.,"Wang Y, Low FZ, Low YY, Lai HS, Lim JH, Yeow CH, Teerawattananon Y",2023 Jan 11,10.1017/S026646232200335X [doi]
artificial intelligence AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),maging in retinal vascular disease: A review.,"Haner NU, Dysli C, Munk MR",2023 Apr,10.1111/ceo.14203 [doi]
artificial intelligence AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Artificial Intelligence-Based Prediction of Lower Extremity Deep Vein Thrombosis Risk After Knee/Hip Arthroplasty.,"Wang X, Xi H, Geng X, Li Y, Zhao M, Li F, Li Z, Ji H, Tian H",2023 Jan-Dec,10760296221139263
artificial intelligence AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Developing and optimizing a machine learning predictive model for post-thrombotic syndrome in a longitudinal cohort of patients with proximal deep venousthrombosis.,"Wu Z, Li Y, Lei J, Qiu P, Liu H, Yang X, Chen T, Lu X",2023 May,10.1016/j.jvsv.2022.12.006 [doi]
artificial intelligence AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Neuropathologic findings in a young woman 4 years following declaration of brain death: case analysis and literature review.,"Folkerth RD, Crary JF, Shewmon DA",2022 Dec 19,10.1093/jnen/nlac090 [doi]
artificial intelligence AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),ntegrating machine learning predictions for perioperative risk management: Towards an empirical design of a flexible-standardized risk assessment tool.,"braham J, Bartek B, Meng A, Ryan King C, Xue B, Lu C, vidan MS",2023 Jan,10.1016/j.jbi.2022.104270 [doi]
artificial intelligence AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Association of sex and age with in-hospital mortality and complications of patients with intracerebral hemorrhage: A study from the Chinese Stroke CenterAlliance.,"Lu P, Cao Z, Gu H, Li Z, Wang Y, Cui L, Wang Y, Zhao X",2023 Jan,e2846
artificial intelligence AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Hypermixed Convolutional Neural Network for Retinal Vein Occlusion Classification.,"Zhang G, Sun B, Zhang Z, Wu S, Zhuo G, Rong H, Liu Y, Yang W",2022,1730501
artificial intelligence AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Preliminary experience of oblique occlusion technique in robot-assisted infrahepatic inferior vena cava thrombectomy: step-by-step procedures and shortterm outcomes.,"Liu Z, Li Y, Tang S, Zhao X, Chen K, Ge L, Zhu G, Hong P, Wu B, Wu Z, Zhang S, Tian X, Wang S, Liu C, Zhang H, Ma L",2022 Nov 4,377
artificial intelligence AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Direct Oral Anticoagulants vs Vitamin K Antagonists in Patients With Antiphospholipid Syndromes: Meta-Analysis of Randomized Trials.,"Khairani CD, Bejjani A, Piazza G, Jimenez D, Monreal M, Chatterjee S, Pengo V, Woller SC, Cortes-Hernandez J, Connors JM, Kanthi Y, Krumholz HM, Middeldorp S, Falanga A, Cushman M, Goldhaber SZ, Garcia DA, Bikdeli B",2023 Jan 3,10.1016/j.jacc.2022.10.008 [doi]
deep learning AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),"Novel risk prediction models for deep vein thrombosis after thoracotomy and thoracoscopic lung cancer resections, involving coagulation and immune function.","Li J, Zhang F, Lan X, Li F, Tan C, Cao W",2023,20220617
deep learning AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Genome-wide Association Studies of Retinal Vessel Tortuosity Identify Numerous Novel Loci Revealing Genes and Pathways Associated With Ocular andCardiometabolic Diseases.,"Tomasoni M, Beyeler MJ, Vela SO, Mounier N, Porcu E, Corre T, Krefl D, Button AL, bouzeid H, Lazaros K, Bochud M, Schlingemann R, Bergin C, Bergmann S",2023 Sep,100288
deep learning AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),"Novel risk prediction models, involving coagulation, thromboelastography, stress response, and immune function indicators, for deep vein thrombosis after radicalresection of cervical cancer and ovarian cancer.","Zhang J, Chen J, Yang X, Han J, Chen X, Fan Y, Zheng H",2023 Dec,10.1080/01443615.2023.2204162 [doi]
deep learning AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Machine learning prediction of venous thromboembolism after surgeries of major sellar region tumors.,"Qiao N, Zhang Q, Chen L, He W, Ma Z, Ye Z, He M, Zhang Z, Zhou X, Shen M, Shou X, Cao X, Wang Y, Zhao Y",2023 Jun,10.1016/j.thromres.2023.04.007 [doi]
deep learning AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Unusual cause of retroperitoneal hemorrhage: Acute deep vein thrombosis.,"Huh K, Ichiba T, Okazaki Y",2023 Apr,10.1016/j.jccase.2022.12.005 [doi]
deep learning AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Deep Learning Algorithm Enables Cerebral Venous Thrombosis Detection With Routine Brain Magnetic Resonance Imaging.,"Yang X, Yu P, Zhang H, Zhang R, Liu Y, Li H, Sun P, Liu X, Wu Y, Jia X, Duan J, Ji X, Yang Q",2023 May,10.1161/STROKEAHA.122.041520 [doi]
deep learning AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Deep learning-based classification of adequate sonographic images for self-diagnosing deep vein thrombosis.,"Nakayama Y, Sato M, Okamoto M, Kondo Y, Tamura M, Minagawa Y, chiyama M, Horii Y",2023,e0282747
deep learning AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Self-reported skills and self-confidence in point-of-care ultrasound: a cross-sectional nationwide survey amongst Finnish emergency physicians.,"Hannula O, Hallberg V, Meuronen A, Suominen O, Rautiainen S, Palomaki A, Hyppola H, Vanninen R, Mattila K",2023 Mar 1,23
deep learning AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),hrombolysis Through Punctured Coronary Balloon and 014 Wire Mediated Guitaring After IVC Filter Insertion in Iliofemoral Deep Vein Thrombosis.,rokiaraj MC,2023,003710
deep learning AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Massive pulmonary thrombosis caused by a popliteal venous aneurysm: A case report.,"Narui S, Okabe T, Fujioka T, Ishigaki S, sumoto S, sukai Y, Kimura T, Shimazu S, Saito J, Oyama Y, Kido T, Igawa W, Ono M, Ebara S, Yamamoto MH, Isomura N, Ochiai M",2023 Feb,10.1016/j.jccase.2022.10.007 [doi]
deep learning AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Using machine learning to predict venous thromboembolism and major bleeding events following total joint arthroplasty.,"Shohat N, Ludwick L, Sherman MB, Fillingham Y, Parvizi J",2023 Feb 7,2197
deep learning AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),maging the Cerebral Veins in Pediatric Patients: Beyond Dural Venous Sinus Thrombosis.,"Sarma A, Martin D, Pruthi S, Jones R, Little SB",2023 Feb,10.1148/rg.220129 [doi]
deep learning AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Artificial Intelligence-Based Prediction of Lower Extremity Deep Vein Thrombosis Risk After Knee/Hip Arthroplasty.,"Wang X, Xi H, Geng X, Li Y, Zhao M, Li F, Li Z, Ji H, Tian H",2023 Jan-Dec,10760296221139263
