Query,Title,Authors,Year,DOI
,[PDF][PDF] Heart disease diagnosis and prediction using machine learning and data mining techniques: a review,"M Learning - Adv. Comput. Sci. Technol, 2017 - ripublication.com",N/A,N/A
,[HTML][HTML] Artificial intelligence-based iliofemoral deep venous thrombosis detection using a clinical approach,"JW Seo, S Park, YJ Kim, JH Hwang, SH Yu, JH Kim… - Scientific Reports, 2023 - nature.com",N/A,N/A
,[PDF][PDF] Prediction and diagnosis of venous thromboembolism using artificial intelligence approaches: A systematic review and meta-analysis,"Q Wang, L Yuan, X Ding… - Clinical and Applied …, 2021 - journals.sagepub.com",N/A,N/A
,Plasma protein and venous thromboembolism: prospective cohort and mendelian randomisation analyses,"S Yuan, OE Titova, K Zhang, W Gou… - British Journal of …, 2023 - Wiley Online Library",N/A,N/A
,[PDF][PDF] New horizons Do artificial neural networks love sex? How the combination of artificial neural networks with evolutionary algorithms may help to identify gender …,"E Grossi - Clin Exp Rheumatol, 2023 - researchgate.net",N/A,N/A
,[HTML][HTML] Machine learning-based analysis of [18F]DCFPyL PET radiomics for risk stratification in primary prostate cancer,"MCF Cysouw, BHE Jansen, T van de Brug… - European journal of …, 2021 - Springer",N/A,N/A
,A perspective overview on machine learning algorithms,"S Nalini Durga, K Usha Rani - … and Bio-Engineering: Proceeding of the …, 2020 - Springer",N/A,N/A
,[HTML][HTML] PE-DeepNet: A deep neural network model for pulmonary embolism detection,"D Lynch, M Suriya - International Journal of Intelligent Networks, 2022 - Elsevier",N/A,N/A
,Application of Three-Generation Dual-Source CT Dual-Energy Imaging Technology in Diagnosis and Nursing of Deep Venous Thrombosis of Lower Limbs,"H Lin, H Yang, L Shen, A Xu - Journal of Medical Imaging and …, 2021 - ingentaconnect.com",N/A,N/A
,Vein Size and Disease Severity in Chronic Venous Diseases,"N Radhakrishnan, D George… - Journal of Vascular …, 2019 - jvsvenous.org",N/A,N/A
,[PDF][PDF] PREDICTION OF CARDIOVASCULAR DISEASES USING MACHINE LEARNING TECHNIQUES,"M Advaith, SS Krishna, S Vaishnavi - irjmets.com",N/A,N/A
,[HTML][HTML] Physician usage and acceptance of a machine learning recommender system for simulated clinical order entry,"J Chiang, A Kumar, D Morales, D Saini… - AMIA Summits on …, 2020 - ncbi.nlm.nih.gov",N/A,N/A
,[PDF][PDF] Causative classification of ischemic stroke by the machine learning algorithm random forests,"J Wang, X Gong, H Chen, W Zhong, Y Chen… - Frontiers in Aging …, 2022 - frontiersin.org",N/A,N/A
,Machine learning based prediction of warfarin optimal dosing for African American patients,"A Sharabiani, H Darabi, A Bress… - 2013 IEEE …, 2013 - ieeexplore.ieee.org",N/A,N/A
,Predicting venous thromboembolic events in patients with cancer using a new machine learning paradigm,P Álvarez Cabrera - 2021 - diposit.ub.edu,N/A,N/A
,Artificial Intelligence-Based Prediction of Lower Extremity Deep Vein Thrombosis Risk After Knee/Hip Arthroplasty,"X Wang, H Xi, X Geng, Y Li, M Zhao… - Clinical and Applied …, 2023 - journals.sagepub.com",N/A,N/A
,"The Birmingham and Black Country cohort of Venous Thromboembolism (BBC-VTE) registry: Rationale, design and preliminary results","A Sanders, WK El-Bouri, GYH Lip, EE Clarke… - European journal of …, 2022 - Elsevier",N/A,N/A
,"What, if anything, should replace the Villalta score for post thrombotic syndrome?","L Cruddas, S Onida, AH Davies - Phlebology, 2021 - journals.sagepub.com",N/A,N/A
,[HTML][HTML] Ontology-based venous thromboembolism risk assessment model developing from medical records,"Y Yang, X Wang, Y Huang… - BMC medical …, 2019 - bmcmedinformdecismak …",N/A,N/A
,Prediction of Venous Thromboembolism Using a Hybrid Semantic Based and Machine Learning Approach,S Sabra - 2018 - search.proquest.com,N/A,N/A
,[BOOK][B] Using Machine Learning to Examine Venous Thromboembolism Risk in Cancer Patients,SK Townsley - 2020 - search.proquest.com,N/A,N/A
,Constructing binary decision trees for predicting Deep Venous Thrombosis,"C Nwosisi, SH Cha, YJ An, CC Tappert… - 2010 2nd International …, 2010 - ieeexplore.ieee.org",N/A,N/A
,[HTML][HTML] Peripheral vascular disease in 2021,"NJ Leeper, NM Hamburg - Circulation research, 2021 - Am Heart Assoc",N/A,N/A
,Prediction of acute kidney injury after liver transplantation: machine learning approaches vs. logistic regression model,"HC Lee, SB Yoon, SM Yang, WH Kim, HG Ryu… - Journal of clinical …, 2018 - mdpi.com",N/A,N/A
,Using computer modeling to help identify patient subgroups in clinical data repositories.,"GF Cooper, BG Buchanan, M Kayaalp… - Proceedings of the …, 1998 - ncbi.nlm.nih.gov",N/A,N/A
,Contextual autocomplete: a novel user interface using machine learning to improve ontology usage and structured data capture for presenting problems in the …,"NR Greenbaum, Y Jernite, Y Halpern, S Calder… - BioRxiv, 2017 - biorxiv.org",N/A,N/A
,[PDF][PDF] Predicting Function Delay with a Machine Learning Model Improve the Long-term Survival of Pancreatic Grafts,"E Vigia, L Ramalhete, R Ribeiro, I Barros… - Pancreat Disord …, 2022 - researchgate.net",N/A,N/A
,[HTML][HTML] Anemia or other comorbidities? using machine learning to reveal deeper insights into the drivers of acute coronary syndromes in hospital admitted patients,"F Alsayegh, MA Alkhamis, F Ali, S Attur… - Plos one, 2022 - journals.plos.org",N/A,N/A
,A comprehensive way to access hospital death prediction model for acute mesenteric ischemia: a combination of traditional statistics and machine learning,"W Wu, Z Zhou - International Journal of General Medicine, 2021 - Taylor & Francis",N/A,N/A
,Linking Preoperative and Intraoperative Data for Risk Prediction: More Answers or Just More Data?,"SC Mudumbai, P Rashidi - JAMA Network Open, 2021 - jamanetwork.com",N/A,N/A
,[HTML][HTML] Forensic identification of sudden cardiac death: a new approach combining metabolomics and machine learning,"J Cao, X Wei, MF Liu, GS An, J Li, QX Du… - Analytical and …, 2023 - Springer",N/A,N/A
,[HTML][HTML] Machine learning-enabled 30-day readmission model for stroke patients,"N Darabi, N Hosseinichimeh, A Noto, R Zand… - Frontiers in …, 2021 - frontiersin.org",N/A,N/A
,Trombosis venosa profunda en extremidades inferiores: revisión de las técnicas de diagnóstico actuales y su simbiosis con el aprendizaje automático para un …,"MB Fong-Mata, E Inzunza-González… - Revista de Ciencias …, 2020 - recit.uabc.mx",N/A,N/A
,Improving documentation of presenting problems in the emergency department using a domain-specific ontology and machine learning-driven user interfaces,"NR Greenbaum, Y Jernite, Y Halpern, S Calder… - International journal of …, 2019 - Elsevier",N/A,N/A
,Identifying prognostic features for predicting heart failure by using machine learning algorithm,"M Al Mehedi Hasan, J Shin, U Das… - 2021 11th International …, 2021 - dl.acm.org",N/A,N/A
,[HTML][HTML] Predicting thromboembolic complications in COVID-19 ICU patients using machine learning,"D van de Sande, ME van Genderen… - Journal of Clinical …, 2020 - ncbi.nlm.nih.gov",N/A,N/A
,[PDF][PDF] Prediction of the Risk of Preoperative Deep Vein Thrombosis in Non-fractured Patients Awaiting Total Joint Arthroplasty Using a Support Vector Machine,"H Wang, T Fan, Y Chen, W Li, F Zhao, Q Liu, M Yang - 2021 - researchsquare.com",N/A,N/A
,[HTML][HTML] Prediction of venous thromboembolism using semantic and sentiment analyses of clinical narratives,"S Sabra, KM Malik, M Alobaidi - Computers in biology and medicine, 2018 - Elsevier",N/A,N/A
,[HTML][HTML] Machine learning predicts the risk of hemorrhagic transformation of acute cerebral infarction and in-hospital death,"X Li, C Xu, C Shang, Y Wang, J Xu, Q Zhou - Computer Methods and …, 2023 - Elsevier",N/A,N/A
,Development and validation of machine learning algorithms for predicting adverse events after surgery for lumbar degenerative spondylolisthesis,"N Fatima, H Zheng, E Massaad, M Hadzipasic… - World Neurosurgery, 2020 - Elsevier",N/A,N/A
,[HTML][HTML] Neoplastic and non-neoplastic acute intracerebral hemorrhage in CT brain scans: machine learning-based prediction using radiomic image features,"J Nawabi, H Kniep, R Kabiri, G Broocks… - Frontiers in …, 2020 - frontiersin.org",N/A,N/A
,Machine learning ensemble models predict total charges and drivers of cost for transsphenoidal surgery for pituitary tumor,"WE Muhlestein, DS Akagi, AR McManus… - Journal of …, 2018 - thejns.org",N/A,N/A
,Variation of platelet function in clinical phenotypes of acute venous thromboembolism–Results from the GMP‐VTE project,"M Panova‐Noeva, B Wagner, M Nagler… - … of Thrombosis and …, 2022 - Wiley Online Library",N/A,N/A
,[HTML][HTML] Venous thromboembolism risk assessment of surgical patients in Southwest China using real-world data: establishment and evaluation of an improved …,"P Wang, Y Wang, Z Yuan, F Wang, H Wang… - BMC Medical Informatics …, 2022 - Springer",N/A,N/A
,"Comment and Update on “Using Artificial Intelligence to Manage Thrombosis Research, Diagnosis, and Clinical Management”","TD Martins, RM Filho, AVC Romano… - … in Thrombosis and …, 2021 - thieme-connect.com",N/A,N/A
,"Diagnosis, management, and pathophysiology of arterial and venous thrombosis in COVID-19","G Piazza, DA Morrow - Jama, 2020 - jamanetwork.com",N/A,N/A
,Venous and Arterial Thrombosis in Patients Hospitalized for Acute Medical Illness,T Nafee - 2019 - search.proquest.com,N/A,N/A
,Frequent asymptomatic pulmonary embolism in patients with deep venous thrombosis,"KM Moser, PF Fedullo, JK LitteJohn, R Crawford - Jama, 1994 - jamanetwork.com",N/A,N/A
,Explainable machine learning model for predicting first-time acute exacerbation in patients with chronic obstructive pulmonary disease,"CT Kor, YR Li, PR Lin, SH Lin, BY Wang… - Journal of Personalized …, 2022 - mdpi.com",N/A,N/A
,The epidemiology of diagnosed pulmonary embolism and deep venous thrombosis in the elderly,"WD Kniffin, JA Baron, J Barrett… - Archives of internal …, 1994 - jamanetwork.com",N/A,N/A
,Subtype-specific plasma signatures of platelet-related protein releasate in acute pulmonary embolism,"G Baidildinova, V Ten Cate, M Nagler… - Thrombosis …, 2022 - Elsevier",N/A,N/A
,ATTEMPTING TO INCREASE THE CLINICAL DIAGNOSTIC RATE OF ACUTE INTESTINAL ISCHEMIA USING MACHINE LEARNING ALGORITHMS.,"PC Alexandru, C Nica, M Dragoş… - Journal of Surgical …, 2021 - search.ebscohost.com",N/A,N/A
,[PDF][PDF] Venous Thrombosis of the Mammary Vein Following Peripherally Inserted Central Catheter for Total Parenteral Nutrition Relying on Ecg Tip Confirmation …,"AR Kuchkuntla, MS Mundi… - Journal of Oncology …, 2021 - onlinescientificresearch.com",N/A,N/A
,"[HTML][HTML] Immune-inflammatory, coagulation, adhesion, and imaging biomarkers combined in machine learning models improve the prediction of death 1 year after …","ALCF Lehmann, DF Alfieri, MCM de Araújo… - Clinical and …, 2022 - Springer",N/A,N/A
,[PDF][PDF] Clinical Significance and Dynamic Change of Coagulation Parameters in Ischemic Stroke Patients Treated with Intravenous Thrombolysis,"G Li, C Wang, S Wang, Y Hao… - Clinical and Applied …, 2022 - journals.sagepub.com",N/A,N/A
,PTU-041 Thromboelastography demonstrates a hypercoagulable profile in cirrhosis and correlates with liver disease severity,"N Zakeri, LI Prat, D Patch, D Yu, A Majumdar… - 2019 - gut.bmj.com",N/A,N/A
,[HTML][HTML] Application of supervised machine learning algorithms to predict the risk of hidden blood loss during the perioperative period in thoracolumbar burst fracture …,"B Yang, L Gao, X Wang, J Wei, B Xia, X Liu… - Frontiers in Public …, 2022 - frontiersin.org",N/A,N/A
,[HTML][HTML] Initial experience with 3D CT cinematic rendering of acute pancreatitis and associated complications,"SP Rowe, LC Chu, EK Fishman - Abdominal Radiology, 2020 - Springer",N/A,N/A
,[HTML][HTML] Improved identification of venous thromboembolism from electronic medical records using a novel information extraction software platform,"RB Dantes, S Zheng, JJ Lu, MG Beckman… - Medical care, 2018 - ncbi.nlm.nih.gov",N/A,N/A
,Deep venous thrombosis prophylaxis protocol on a level 1 trauma centre patient database,SE Gwilym - boneandjoint.org.uk,N/A,N/A
,Evaluation of clinical relevance of clinical laboratory investigations by data mining,"U Sack, M Kamprad - Machine Learning and Data Mining in Pattern …, 2001 - Springer",N/A,N/A
,[HTML][HTML] A research study on the cervical cerclage to deal with cervical insufficiency using machine learning,"M Kaur, G Khedkar, S Sakhare, K Rogulj - Soft Computing, 2023 - Springer",N/A,N/A
,"Space Newsletter: Science, Technology, applications 2 (1)",BV Rao - 2020 - eprints.nias.res.in,N/A,N/A
,Comparison between Machine Learning Algorithms for Cardiovascular Disease Prediction,"حنان خضارى مهدى محمود - المجلة العلمية للدراسات والبحوث المالية …, 2023‎ - journals.ekb.eg",N/A,N/A
,Real-time intelligent classification of COVID-19 and thrombosis via massive image-based analysis of platelet aggregates,"C Zhang, M Herbig, Y Zhou, M Nishikawa… - medRxiv, 2022 - medrxiv.org",N/A,N/A
,"Clinical and genetic determinants of varicose veins: prospective, community-based study of≈ 500 000 individuals","E Fukaya, AM Flores, D Lindholm, S Gustafsson… - Circulation, 2018 - Am Heart Assoc",N/A,N/A
,"[PDF][PDF] Establishment of Bp-ann Based Risk Assessment Model for Lower Extremity Deep Venous Thrombosis in Critically Ill Patients: Mullti-centre, Prospective …","Y Chen, SM Wang, J Di, X Qin, C Guan, Y Qu - 2021 - researchsquare.com",N/A,N/A
,[HTML][HTML] Predictors of venous thromboembolism in COVID-19 patients: results of the COVID-19 Brazilian Registry,"WC da Silveira, LEF Ramos, RT Silva… - Internal and Emergency …, 2022 - Springer",N/A,N/A
,Treatment of deep venous thrombosis with low-molecular-weight heparins: a meta-analysis,"AWA Lensing, MH Prins, BL Davidson… - Archives of Internal …, 1995 - jamanetwork.com",N/A,N/A
,"Association between air temperature, air pollution and hospital admissions for pulmonary embolism and venous thrombosis in Italy","C Di Blasi, M Renzi, P Michelozzi, F de'Donato… - European Journal of …, 2022 - Elsevier",N/A,N/A
,An artificial neural network approach and a data augmentation algorithm to systematize the diagnosis of deep-vein thrombosis by using wells' criteria,"MB Fong-Mata, EE García-Guerrero, DA Mejía-Medina… - Electronics, 2020 - mdpi.com",N/A,N/A
,[PDF][PDF] A Comprehensive Review of the Application of Machine Learning in Medicine and Health Care,"T Tassew, X Nie - 2022 - scholar.archive.org",N/A,N/A
,COVID-19–associated CoagulopathyLess Fibrinolysis Can Be More Harmful!,"K Görlinger, JH Levy - Anesthesiology, 2021 - pubs.asahq.org",N/A,N/A
,[HTML][HTML] Risk Factors Associated with Mortality in COVID-19 Hospitalized Patients: Data from the Middle East,"RA Karasneh, BY Khassawneh, S Al-Azzam… - International Journal of …, 2022 - hindawi.com",N/A,N/A
,[HTML][HTML] Artificial Intelligence Evidence-Based Current Status and Potential for Lower Limb Vascular Management,"X Butova, S Shayakhmetov, M Fedin… - Journal of Personalized …, 2021 - mdpi.com",N/A,N/A
,… validation of novel models for the prediction of intravenous corticosteroid resistance in acute severe ulcerative colitis using logistic regression and machine learning,"S Yu, H Li, Y Li, H Xu, B Tan, BW Tian… - Gastroenterology …, 2022 - academic.oup.com",N/A,N/A
,Risk stratification models for stroke in patients hospitalized with COVID-19 infection,"AE Merkler, C Zhang, I Diaz, C Stewart… - Journal of Stroke and …, 2022 - Elsevier",N/A,N/A
,Early nephrosis detection based on deep learning with clinical time-series data,"Y Yamasaki, O Sugiyama, S Hiragi… - … 2019: Health and …, 2019 - ebooks.iospress.nl",N/A,N/A
,[HTML][HTML] Machine learning is an effective method to predict the 90-day prognosis of patients with transient ischemic attack and minor stroke,"SD Chen, J You, XM Yang… - BMC Medical …, 2022 - bmcmedresmethodol.biomedcentral …",N/A,N/A
,Innovative molecular testing strategies for adjunctive investigations in hemostasis and thrombosis,"E Ghorbanpour, D Lillicrap - Seminars in thrombosis and …, 2019 - thieme-connect.com",N/A,N/A
,[HTML][HTML] Thrombosis prophylaxis in surgical patients using the Caprini Risk Score,"S Wilson, X Chen, MA Cronin, N Dengler… - Current Problems in …, 2022 - Elsevier",N/A,N/A
,[CITATION][C] 344 FEW PATIENTS AT RISK FOR NASH AND ADVANCED FIBROSIS IN PRIMARY CARE AND ENDOCRINE CLINICS AT A LARGE ACADEMIC …,"S Ravi, M Gray - Gastroenterology, 2021 - Elsevier",N/A,N/A
,Discovery of small molecule binders of human FSHR (TMD) with novel structural scaffolds by integrating structural bioinformatics and machine learning algorithms,"B Sahu, S Shah, K Prabhudesai, A Contini… - Journal of Molecular …, 2019 - Elsevier",N/A,N/A
,[PDF][PDF] Imputing missing values in mammography mass dataset: Will it increase classification performance of machine learning algorithms,"S Zahriah, A Fahmi, A Sharifah Sakinah Syed… - … and Medical Sciences …, 2017 - eirai.org",N/A,N/A
,Venous thrombosis among critically ill patients with coronavirus disease 2019 (COVID-19),"J Nahum, T Morichau-Beauchant, F Daviaud… - JAMA network …, 2020 - jamanetwork.com",N/A,N/A
,[PDF][PDF] Using Computer Modeling to Help Identify Patient Subgroups in Clinical Data Repositories,M Kayaalp - academia.edu,N/A,N/A
,A new risk assessment model of venous thromboembolism by considering fuzzy population,"X Wang, YQ Yang, XY Hong, SH Liu, JC Li, T Chen… - 2023 - researchsquare.com",N/A,N/A
,[HTML][HTML] Machine learning models for predicting steroid-resistant of nephrotic syndrome,"Q Ye, Y Li, H Liu, J Mao, H Jiang - Frontiers in Immunology, 2023 - frontiersin.org",N/A,N/A
,[HTML][HTML] Predicting Therapeutic Response to Unfractionated Heparin Therapy: Machine Learning Approach,"A Abdel-Hafez, IA Scott, N Falconer, S Canaris… - Interactive Journal of …, 2022 - i-jmr.org",N/A,N/A
,Ontology-based venous thromboembolism risk factors mining and model developing from medical records,"Y Yang, X Wang, Y Huang, N Chen… - … on Bioinformatics and …, 2018 - ieeexplore.ieee.org",N/A,N/A
,Identifying patient subgroups with simple Bayes'.,"JM Aronis, GF Cooper, M Kayaalp… - Proceedings of the …, 1999 - ncbi.nlm.nih.gov",N/A,N/A
,VENOUS THROMBOSIS,"MS Calderone - Journal of the American Medical Association, 1957 - jamanetwork.com",N/A,N/A
,[PDF][PDF] Machine Learning Techniques in Diagnosis of Pulmonary Embolism Pulmoner Emboli Tanısında Makine Öğrenmesi Teknikleri,"G Berıkol, S Kula, O Yıldız - Journal of Clinical and Analytical …, 2015 - researchgate.net",N/A,N/A
,"Malignancies, prothrombotic mutations, and the risk of venous thrombosis","JW Blom, CJM Doggen, S Osanto, FR Rosendaal - Jama, 2005 - jamanetwork.com",N/A,N/A
,Derivation and validation of machine learning approaches to predict acute kidney injury after cardiac surgery,"HC Lee, HK Yoon, K Nam, YJ Cho, TK Kim… - Journal of clinical …, 2018 - mdpi.com",N/A,N/A
,[PDF][PDF] The impact of post-stroke complications on in-hospital mortality depends on stroke severity,"A Bustamante, D Giralt… - European Stroke …, 2017 - journals.sagepub.com",N/A,N/A
,[HTML][HTML] Prediction of Functional Outcome in Stroke Patients with Proximal Middle Cerebral Artery Occlusions Using Machine Learning Models,"BB Ozkara, M Karabacak, O Hamam, R Wang… - Journal of Clinical …, 2023 - mdpi.com",N/A,N/A
,Position paper on the management of pregnancy-associated superficial venous thrombosis. Balkan working group for prevention and treatment of venous …,"D Antic, E Lefkou, V Otasevic, L Banfic… - Clinical and Applied …, 2022 - journals.sagepub.com",N/A,N/A
,[HTML][HTML] Rethinking PICO in the machine learning era: ML-PICO,"X Liu, J Anstey, R Li, C Sarabu, R Sono… - Applied clinical …, 2021 - thieme-connect.com",N/A,N/A
,"Artificial Intelligence and Machine Learning in Prediction of Surgical Complications: Current State, Applications, and Implications","AM Hassan, A Rajesh, M Asaad… - The American …, 2023 - journals.sagepub.com",N/A,N/A
,Usability of a machine-learning clinical order recommender system interface for clinical decision support and physician workflow,"A Kumar, J Chiang, J Hom, L Shieh, R Aikens… - medRxiv, 2020 - medrxiv.org",N/A,N/A
,[PDF][PDF] Combined metabolomics and tandem machine-learning models for wound age estimation: a novel analytical strategy,"J Cao, G An, J Li, L Wang, K Ren, Q Du… - Forensic Sciences …, 2023 - academic.oup.com",N/A,N/A
,Warfarin anticoagulation management during the COVID-19 pandemic: The role of internet clinic and machine learning,"MF Dai, SY Li, JF Zhang, BY Wang… - … and Application in …, 2022 - books.google.com",N/A,N/A
,Ultrasound for lower extremity deep venous thrombosis: multidisciplinary recommendations from the Society of Radiologists in Ultrasound Consensus Conference,"L Needleman, JJ Cronan, MP Lilly, GJ Merli… - Circulation, 2018 - Am Heart Assoc",N/A,N/A
,[HTML][HTML] Development of machine learning models for detection of vision threatening Behçet's disease (BD) using Egyptian College of Rheumatology (ECR)–BD …,"N Hammam, A Bakhiet, EA El-Latif, II El-Gazzar… - BMC Medical Informatics …, 2023 - Springer",N/A,N/A
,Optimal therapeutic level of heparin therapy in patients with venous thrombosis,"RD Hull, GE Raskob, D Rosenbloom… - Archives of Internal …, 1992 - jamanetwork.com",N/A,N/A
,[PDF][PDF] Construction of a risk prediction model for hospital-acquired pulmonary embolism in hospitalized patients,"L Hou, L Hu, W Gao, W Sheng, Z Hao… - Clinical and Applied …, 2021 - journals.sagepub.com",N/A,N/A
,Performance comparison of machine learning classifiers for fake news detection,"N Smitha, R Bharath - 2020 Second International Conference …, 2020 - ieeexplore.ieee.org",N/A,N/A
,Empirical assessment of bias in machine learning diagnostic test accuracy studies,"RJ Crowley, YJ Tan… - Journal of the American …, 2020 - academic.oup.com",N/A,N/A
,[HTML][HTML] RBC distribution width predicts thrombosis risk in polycythemia vera,"D Liu, B Li, Z Xu, P Zhang, T Qin, S Qu, L Pan, X Sun… - Leukemia, 2022 - nature.com",N/A,N/A
,… Oxide-Releasing Catheter with a Novel Stable Convection-Diffusion Equation Solver and Automatic Quantification of Lung Ultrasound Comets by Machine Learning,X Wang - 2020 - deepblue.lib.umich.edu,N/A,N/A
,[HTML][HTML] Deep-learning model for predicting 30-day postoperative mortality,"BA Fritz, Z Cui, M Zhang, Y He, Y Chen… - British journal of …, 2019 - Elsevier",N/A,N/A
,[HTML][HTML] Efficient Data-Driven Machine Learning Models for Cardiovascular Diseases Risk Prediction,"E Dritsas, M Trigka - Sensors, 2023 - mdpi.com",N/A,N/A
,Free-floating thrombus and embolic risk in patients with angiographically confirmed proximal deep venous thrombosis: a prospective study,"G Pacouret, D Alison, JM Pottier… - Archives of internal …, 1997 - jamanetwork.com",N/A,N/A
,Effect of postthrombotic syndrome on health-related quality of life after deep venous thrombosis,"SR Kahn, A Hirsch, I Shrier - Archives of internal medicine, 2002 - jamanetwork.com",N/A,N/A
,[HTML][HTML] Detection of Pulmonary Embolisms in NCCT Data using Deep Learning Methods,"PRL Former, PD Gallery - 2022 - lme.tf.fau.de",N/A,N/A
,Update to 'Deep-learning model for predicting 30-day postoperative mortality'(Br J Anaesth 2019; 123: 688–95),"BA Fritz, M Abdelhack, CR King, Y Chen… - British journal of …, 2020 - bjanaesthesia.org",N/A,N/A
,"[HTML][HTML] Prediction of in-hospital adverse clinical outcomes in patients with pulmonary thromboembolism, machine learning based models","Y Jenab, K Hosseini, Z Esmaeili, S Tofighi… - Frontiers in …, 2023 - frontiersin.org",N/A,N/A
,[HTML][HTML] Using machine learning to predict early onset acute organ failure in critically ill intensive care unit patients with sickle cell disease: retrospective study,"A Mohammed, PSB Podila, RL Davis, KI Ataga… - Journal of Medical …, 2020 - jmir.org",N/A,N/A
,The value of family history as a risk indicator for venous thrombosis,"ID Bezemer, FJM van der Meer… - Archives of internal …, 2009 - jamanetwork.com",N/A,N/A
,Artificial intelligence in pancreaticobiliary endoscopy,"VS Akshintala, MA Khashab - Journal of Gastroenterology and …, 2021 - Wiley Online Library",N/A,N/A
,Cerebral venous thrombosis,"HS Schutta - Archives of Neurology, 1997 - jamanetwork.com",N/A,N/A
,Explainable Machine Learning-Based Risk Prediction Model for In-Hospital Mortality after Continuous Renal Replacement Therapy Initiation,"PS Hung, PR Lin, HH Hsu, YC Huang, SH Wu, CT Kor - Diagnostics, 2022 - mdpi.com",N/A,N/A
,Varicose Veins Chronic Venous Diseases Image Classification Using Multidimensional Convolutional Neural Networks,"MR Thanka, EB Edwin, RP Joy, SJ Priya… - … on Devices, Circuits …, 2022 - ieeexplore.ieee.org",N/A,N/A
,[HTML][HTML] A gradient boosting tree model for multi-department venous thromboembolism risk assessment with imbalanced data,"H Ma, Z Dong, M Chen, W Sheng, Y Li, W Zhang… - Journal of Biomedical …, 2022 - Elsevier",N/A,N/A
,Deep Learning Approaches to Automatic Chronic Venous Disease Classification,"M Barulina, A Sanbaev, S Okunkov, I Ulitin… - Mathematics, 2022 - mdpi.com",N/A,N/A
,Estrogen plus progestin and risk of venous thrombosis,"M Cushman, LH Kuller, R Prentice, RJ Rodabough… - Jama, 2004 - jamanetwork.com",N/A,N/A
,Activity segmentation using wearable sensors for DVT/PE risk detection,"A Gentry, W Mongan, B Lee… - 2019 IEEE 43rd …, 2019 - ieeexplore.ieee.org",N/A,N/A
,Effect of endovascular treatment with medical management vs standard care on severe cerebral venous thrombosis: the TO-ACT randomized clinical trial,"JM Coutinho, SM Zuurbier, MG Bousser, X Ji… - JAMA …, 2020 - jamanetwork.com",N/A,N/A
,[HTML][HTML] Numerical and Evolutionary Optimization 2021,"M Quiroz-Castellanos, LG de la Fraga, A Lara… - Mathematical and …, 2023 - mdpi.com",N/A,N/A
,Higher risk of venous thrombosis during early use of oral contraceptives in women with inherited clotting defects,"KWM Bloemenkamp, FR Rosendaal… - Archives of internal …, 2000 - jamanetwork.com",N/A,N/A
,Cancer genetic alterations and risk of venous thromboembolism,"S Mantha, J Rak - Thrombosis Research, 2022 - Elsevier",N/A,N/A
,"[HTML][HTML] A new machine learning model for predicting severity prognosis in patients with pulmonary embolism: Study protocol from Wenzhou, China","H Su, Y Shou, Y Fu, D Zhao, AA Heidari… - Frontiers in …, 2022 - frontiersin.org",N/A,N/A
,Prospective evaluation of health-related quality of life in patients with deep venous thrombosis,"SR Kahn, T Ducruet, DL Lamping… - Archives of Internal …, 2005 - jamanetwork.com",N/A,N/A
,[PDF][PDF] Water and Wastewater Optimization in Multiple Contaminants Network Using Water Pinch Technology,"R Sasikala - International Journal of Research–Granthaalayah, 2017 - core.ac.uk",N/A,N/A
,Comprehensive disease control in systemic lupus erythematosus,"F Ceccarelli, G Olivieri, A Sortino, L Dominici… - Seminars in Arthritis and …, 2021 - Elsevier",N/A,N/A
,[HTML][HTML] Identification for heavy metals exposure on osteoarthritis among aging people and Machine learning for prediction: A study based on NHANES 2011-2020,"F Xia, Q Li, X Luo, J Wu - Frontiers in Public Health, 2022 - ncbi.nlm.nih.gov",N/A,N/A
,[HTML][HTML] Predictors of Venous Thromboembolism in COVID-19 Patients: Results of the COVID-19 Brazilian Registry,S WCd - 2022 - europepmc.org,N/A,N/A
,Minor injuries as a risk factor for venous thrombosis,"KJ van Stralen, FR Rosendaal… - Archives of internal …, 2008 - jamanetwork.com",N/A,N/A
,[HTML][HTML] Machine learning-augmented propensity score analysis of percutaneous coronary intervention in over 30 million cancer and non-cancer patients,"DJ Monlezun, S Lawless, N Palaskas… - Frontiers in …, 2021 - frontiersin.org",N/A,N/A
,[PDF][PDF] Identifying Patient Subgroups with Simple Bay&,"JM Aronisl, GF Cooper - mehmet.kayaalp.us",N/A,N/A
,[HTML][HTML] Machine learning approach combined with causal relationship inferring unlocks the shared pathomechanism between COVID-19 and acute myocardial …,"Y Liu, S Zhou, L Wang, M Xu, X Huang, Z Li… - Frontiers in …, 2023 - frontiersin.org",N/A,N/A
,Application of CT-based radiomics in predicting portal pressure and patient outcome in portal hypertension,"Y Tseng, L Ma, S Li, T Luo, J Luo, W Zhang… - European Journal of …, 2020 - Elsevier",N/A,N/A
,The use of artificial neural network analysis can improve the risk‐stratification of patients presenting with suspected deep vein thrombosis,"J Willan, H Katz, D Keeling - British journal of haematology, 2019 - Wiley Online Library",N/A,N/A
,[HTML][HTML] A Recurrent Neural Network Model for Predicting Activated Partial Thromboplastin Time After Treatment With Heparin: Retrospective Study,"SD Boie, LJ Engelhardt, N Coenen… - JMIR Medical …, 2022 - medinform.jmir.org",N/A,N/A
